Campaign,Coupon Title,Coupon Code, Start Date,End Date, Landing Page 
Rediff CPS,lowest price anywhere,,02/02/2016,29/02/2016,http://tracking.payoom.com/aff_c?offer_id=590&aff_id=9070&url=http%3A%2F%2Fshop.rediff.com%2Fproduct%2F16270758%3Fsc_cid%3Dpayoom
Rediff CPS,lowest price anywhere,,02/02/2016,29/02/2016,http://tracking.payoom.com/aff_c?offer_id=590&aff_id=9070&url=http%3A%2F%2Fshop.rediff.com%2Fproduct%2F13496960%3Fsc_cid%3Dpayoom
Rediff CPS,lowest price anywhere,,02/02/2016,29/02/2016,http://tracking.payoom.com/aff_c?offer_id=590&aff_id=9070&url=http%3A%2F%2Fshopping.rediff.com%2Fproduct%2Ftowel-town-ecospun-420-gsm-set-of-10-pcs-cotton-face-towel-assorted-color%2F16975172%3Fsc_cid%3Dpayoom
Rediff CPS,lowest price anywhere,,02/02/2016,29/02/2016,http://tracking.payoom.com/aff_c?offer_id=590&aff_id=9070&url=http%3A%2F%2Fshopping.rediff.com%2Fproduct%2F14054382%3Fsc_cid%3Dpayoom
Rediff CPS,lowest price anywhere,,02/02/2016,29/02/2016,http://tracking.payoom.com/aff_c?offer_id=590&aff_id=9070&url=http%3A%2F%2Fshopping.rediff.com%2Fproduct%2F15118469%3Fsc_cid%3Dpayoom
Floweraura CPS,Valentine Flowers Flat 15% off,VD15,02/10/2016,02/15/2016,http://tracking.payoom.com/aff_c?offer_id=610&aff_id=9070&url=http%3A%2F%2Fwww.floweraura.com%2F%3Futm_source%3Dmooya%26utm_medium%3Daffiliate%26utm_campaign%3Dcps
Paytm CPS, Flat Rs 100 cashback on all Bus Ticket Order of Rs 400 or more,BUSFEB100,02/01/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=193&aff_id=9070&url=https%3A%2F%2Fpaytm.com%2Fbus-tickets%3Futm_source%3DAffiliates%26utm_medium%3DPayoom%26utm_term%3D%7Baffiliate_id%7D%7Btransaction_id%7D%26utm_campaign%3DPayoom
Paytm CPS,Booking the Bus ticket for the first time now New users get flat Rs 150 cashback on all Bus ticket bookings only on paytm.,WELCOMEBUS,02/01/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=193&aff_id=9070&url=https%3A%2F%2Fpaytm.com%2Fbus-tickets%3Futm_source%3DAffiliates%26utm_medium%3DPayoom%26utm_term%3D%7Baffiliate_id%7D%7Btransaction_id%7D%26utm_campaign%3DPayoom
Paytm CPS,Get Flat Rs 150 cashback on Bus ticket bookings of Rs 600 or more,SUNDAYBUS,02/01/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=193&aff_id=9070&url=https%3A%2F%2Fpaytm.com%2Fbus-tickets%3Futm_source%3DAffiliates%26utm_medium%3DPayoom%26utm_term%3D%7Baffiliate_id%7D%7Btransaction_id%7D%26utm_campaign%3DPayoom
Paytm CPS,Get flat 15% cash back on all Bus ticket bookings. No limit offer.,FAMILYBUS,02/01/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=193&aff_id=9070&url=https%3A%2F%2Fpaytm.com%2Fbus-tickets%3Futm_source%3DAffiliates%26utm_medium%3DPayoom%26utm_term%3D%7Baffiliate_id%7D%7Btransaction_id%7D%26utm_campaign%3DPayoom
Infibeam - CPS,Extra 14% MobiKwik Cashback Offer,LUV14,02/11/2016,02/15/2016,http://tracking.payoom.com/aff_c?offer_id=812&aff_id=9070&url=http%3A%2F%2Fwww.infibeam.com%2FPortable_Electronics%2Fcallmate-4l-16800-mah-power-bank-with-3%2FP-poel-98772163914-cat-z.html%23variantId%3DP-poel-4553703871%3FtrackId%3Dpayo
AskMeGrocery - CPS, Extra 10% Off on Grocery & Staples.,HNY10,02/11/2016,02/21/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
Ticketgoose CPS, Flat 5% Off on Bus tickets,AFTG5,02/12/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=146&aff_id=9070&url=http%3A%2F%2Fwww.ticketgoose.com%2Fbookbustickets%2F%3Futm_source%3Dpayom%26utm_medium%3Dcpa%26utm_campaign%3DFeb16%26utm_source%3Dpayom%26utm_medium%3DCPA%26utm_campaign%3DAffilApril14
AskMeGrocery - CPS,12 % off on Grocery & Staples,FLASH12,02/13/2016,02/13/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
AskMeGrocery - CPS,10 % off on Grocery & Staples,HNY10,02/13/2016,02/14/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
Swiggy- CPS, Rs. 75 cashback on min order of Rs.300,SWIGGYPMCB75,02/15/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=699&aff_id=9070&url=https%3A%2F%2Fwww.swiggy.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
NetMeds CPS,FLAT 17% OFF on all medicines,NET17SPF,02/15/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=766&aff_id=9070&url=http%3A%2F%2Fwww.netmeds.com%2F%3Fsource_attribution%3DPayoom-CPS%26utm_source%3DPayoom-CPS%26utm_medium%3DCPS-Banner%26utm_campaign%3DDisplay%26utm_content%3DCPS-Cent
Ruprr - CPS ,Extra 5% Off on Site + 15% PayTM cashback   ,RUPRR5,02/16/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=908&aff_id=9070&url=https%3A%2F%2Fwww.ruprr.com%3Futm_source%3Dpayoom%26utm_medium%3Doffer%26utm_campaign%3Dnever_miss_offer%26utm_source%3Dpayoom%26utm_medium%3Dbanner%26utm_campaign%3Dint-pro%C2%AD
Tolexo CPS,Flat 11% Off on Minimum Purchase of Rs.500 & above Max Disc. Capped at 125, BIGOFFER11,02/18/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=963&aff_id=9070&url=http%3A%2F%2Fwww.tolexo.com%2F%3Fgclid%3DCjwKEAiA0ZC2BRDpo_Pym8m-4n4SJAB5Bn4x51NPeWhB8eF-g36aJe5ECjC1xINy6P-bOAtoT24mJRoCBpHw_wcB%26utm_source%3Daff_payoom%26utm_medium%3Dcps%26utm_campaign%3Dbest_discounts
Tolexo CPS,Rs.75 Off on purchase of 500 & above,BIGOFFER75,02/18/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=963&aff_id=9070&url=http%3A%2F%2Fwww.tolexo.com%2F%3Futm_source%3Daff_payoom%26utm_medium%3Dcps%26utm_campaign%3Dbest_discounts
Hallmark - CPS,10%off on Birthday Cards,BDY10,02/18/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=516&aff_id=9070&url=http%3A%2F%2Fwww.hallmark.com%2F%3Futm_source%3DPayoom%26utm_medium%3DBanner%26utm_term%3DPromotion%26utm_content%3DConversion%2520Sales%2520from%2520payoom%26utm_campaign%3DOP10
Ticketgoose CPS, Flat 6% Off on Bus tickets.,AFT6,02/18/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=146&aff_id=9070&url=http%3A%2F%2Fwww.ticketgoose.com%2Fbookbustickets%2F%3Futm_source%3Dpayom%26utm_medium%3Dcpa%26utm_campaign%3DFeb16%26utm_source%3Dpayom%26utm_medium%3DCPA%26utm_campaign%3DAffilApril14
Healthgenie CPS,10% off on cart value of  Rs. 2500,FEB10,02/18/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=604&aff_id=9070&url=http%3A%2F%2Fwww.healthgenie.in%2Foffers%2Fvalentine-s-day-special%3Futm_source%3Dpayoom%26utm_medium%3Dbanner%26utm_campaign%3Dpayoomcps
Koovs - CPS,10% OFF on 1000 and above,ALL10,02/20/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=98&aff_id=9070&url=http%3A%2F%2Fwww.koovs.com%2Fmen%3Futm_source%3Dpayoom%26utm_medium%3Dcpa%26utm_campaign%3Dtest
AskMeGrocery - CPS,FRIDAY SALE | FLAT 12% OFF + Extra 10% Cashback on Mobikwik Wallet,FRI12,02/19/2016,02/19/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
Oyorooms-CPS,Book OYOs in major cities and get 35% Off!,BIG35,02/19/2016,02/25/2016,http://tracking.payoom.com/aff_c?offer_id=546&aff_id=9070&url=https%3A%2F%2Fwww.oyorooms.com%2Fdeals%2Fbig35-offer%3Fid%3D93%26utm_source%3Dn11s%26utm_medium%3Dcps1%26utm_campaign%3Daffiliate4
AskMeGrocery - CPS,Get 15 % off on Grocery & staples on for 3 hours,FLASH15,02/22/2016,02/25/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
AskMeGrocery - CPS,Extra 10% Off on Grocery & Staples,HNY10,02/22/2016,02/25/2016,http://tracking.payoom.com/aff_c?offer_id=806&aff_id=9070&url=http%3A%2F%2Fwww.askmegrocery.com%2F%3Futm_source%3Daffiliate%26utm_medium%3Dpayoom
Shopnineteen - CPS,Pick any 3 for 999, MKT999,02/23/2016,02/25/2016,http://tracking.payoom.com/aff_c?offer_id=630&aff_id=9070&url=http%3A%2F%2Fwww.shopnineteen.com%2F999-offer.html%3Futm_source%3DPayoom%26utm_medium%3DAffiliate%26utm_campaign%3D999-Offer-23Feb16%26nineaflt%3DPOM%26nineaflt%3DPOM
SyberPlace - CPS,Apple brand wide Offer 2000 off,APP2000,02/23/2016,02/26/2016,http://tracking.payoom.com/aff_c?offer_id=727&aff_id=9070&url=https%3A%2F%2Fwww.syberplace.com%2Fsmartphones%2Fapple-iphone.html%3Futm_source%3Dpayoom%26utm_medium%3DCPS%26utm_campaign%3Daffiliate
SyberPlace - CPS, LG Spirit 4G LTE (Black Titan) for 7999,LG2000,02/24/2016,02/29/2016,http://tracking.payoom.com/aff_c?offer_id=727&aff_id=9070&url=https%3A%2F%2Fwww.syberplace.com%2Flg-spirit-4g-lte-blacktitan.html%3Futm_source%3Dpayoom%26utm_medium%3DCPS%26utm_campaign%3Daffiliate
Dominos - CPS,Buy 1 Pizza Get 1 Pizza Free!,MOB06,02/26/2016,02/26/2016,http://tracking.payoom.com/aff_c?offer_id=217&aff_id=9070&url=https%3A%2F%2Fpizzaonline.dominos.co.in%2F%3Fsrc%3Dbrand%26src%3Dpayoom
